name,meaning
동봉,"이런 뜻이에요
물건을 함께 넣어서 포장하는 것.

2가지 또는 그보다 많은 물건을 함께 포장했을 때 사용해요. 편지, 택배를 보낼 때나 음식을 포장할 때에도 자주 쓰여요.

예를 들어, 음식을 시켰을 때 소스가 같이 오면 소스가 음식과 동봉되어 있다고 해요.
이렇게 쓰여요 🤔 인터넷에서 산 옷이 마음에 안 들어. 안 입을 것 같은데 어떻게 해야 하지?
🤗 돌려보내면 되지~ 박스에 택배 비용만큼 돈을 동봉하고 보내면 돼! "
퇴식구,"이런 뜻이에요
식당, 카페 등에서 음식을 다 먹은 후 빈 그릇, 컵, 수저 등을 가져다 놓는 곳.

식당, 카페 중에는 퇴식구가 있는 곳도, 없는 곳도 있어요. 퇴식구가 있는 곳이라면, 다 먹고 남은 빈 그릇, 컵, 수저 등을 퇴식구에 가져다 놓아야 해요.
이렇게 쓰여요
😋 아~ 배부르다. 빈 그릇은 식탁 위에 놓고 나가면 되겠지?
💁‍♀️ 저쪽에 퇴식구가 있더라고! 그릇 돌려주러 가자~"
순연,"이런 뜻이에요 정해진 일정이나 계획을 뒤로 미루는 것.

주로 갑자기 비가 와서 운동 경기를 미루는 등 어쩔 수 없이 계획을 미룰 때 사용하는 말이에요.
이렇게 쓰여요 🤔 이번 주말에 뭐할까? 야구 보러 가고 싶은데 야구 시즌은 이제 끝났겠지?
🤗 비가 와서 마지막 경기가 순연으로 미뤄졌었대. 이번 주말에 한다니까 야구 보러 가자.

지하철 운행이 고장으로 순연되었다.
회의가 다음 달로 순연되었다."
무서명,"이런 뜻이에요
서명(사인)을 하지 않아도 된다는 뜻.

‘없음’을 뜻하는 ‘무無’와 서명을 합쳐 만든 말이에요.
이렇게 쓰여요
(가게 계산대에서) 
🤔 여기에 서명하면 되나요?
🤗 고객님, 서명하지 않고 가셔도 됩니다. 카드로 5만 원보다 적게 사셨을 때는 무서명 거래입니다."
유인 정산,"이런 뜻이에요 사람이 계산해 주는 방식.

’있음’을 뜻하는 ‘유有’, ‘사람’을 뜻하는 ‘인人’, ‘계산’을 뜻하는 ‘정산定算’을 합쳐 만든 말이에요.

예를 들어, 주차장에서 요금을 사람이 계산해 주면 유인 정산이라고 해요. 반대로 사람 대신 기계가 계산해 주면 무인 정산이라고 해요.
이렇게 쓰여요 🤔 이 주차장은 장애인 할인을 받을 수 있다던데, 어떻게 받아야 하는지 방법을 모르겠네.
🤗 유인 정산 주차장이니까 직원분이 계실 거야. 직원분한테 물어보자!"
모뉴먼트,"이런 뜻이에요
중요한 일을 오랜 시간 동안 기억하기 위해 만든 것.

그 나라의 역사에 아주 중요한 일, 누군가가 아주 특별한 결과를 냈을 때, 모뉴먼트를 만들어요.

탑, 건물 등 크기가 큰 것부터 기념 동전 등 작은 것까지 다양해요.
이렇게 쓰여요
🤔 서울에는 어떤 모뉴먼트가 있을까?
🤗 2002 월드컵을 위해 만든 ‘서울 월드컵 경기장’도 모뉴먼트라 할 수 있지."
상신함,"이런 뜻이에요
누군가가 확인해 줘야 할 문서를 올리는 온라인 공간.

주로 회사에서 중요한 서류를 확인받아야 할 때, 상신함에 서류를 올려요.

내 의견을 알린다는 뜻의 ‘상신上申’과 물건을 담는 통을 뜻하는 ‘함函’이 합쳐진 단어예요.
이렇게 쓰여요 💌 ○○ 님, 상신함에 올린 서류 확인 부탁드립니다.
😄 네, 오늘 오후까지 확인할게요."
냉방병,"이런 뜻이에요 에어컨, 선풍기의 찬 바람을 맞으면 생길 수 있는 병.

주로 방 안에서 에어컨의 온도를 아주 낮게 한 다음 오랫동안 있을 때 냉방병에 걸려요.

냉방병에 걸리면 감기처럼 기침을 하거나 콧물이 나요. 머리나 배가 아플 수도 있어요.
이렇게 쓰여요 🥶 에어컨을 너무 세게 틀었나, 몸이 으슬으슬하고 머리가 아파.
😥 냉방병 아니야? 얼른 에어컨 끄고 환기시키자."
가성비,"이런 뜻이에요 가격도 싸고 품질도 좋은 것.

가격도 싸고 양도 많은 음식, 튼튼한 옷 등을 보고 가성비가 좋다고 말해요.

반대로 가격이 비싸고 양이 적은 음식, 튼튼하지 않은 옷 등은 가성비가 좋지 않다고 말해요.
이렇게 쓰여요 😊 너 그 신발 되게 오래 신는다.
😄응, 이 브랜드의 신발이 가격도 싸고 튼튼해서 가성비가 좋거든."
인공 지능,"이런 뜻이에요 사람이 하는 일을 컴퓨터가 따라 할 수 있도록 만든 기술.

영어로 AI에이아이라고 불러요.
이렇게 쓰여요 😝 운전면허가 없어도 인공 지능이 대신 운전해주는 시대가 올 거래.
🤔 우와, 정말 신기하겠다!"
오보,"이런 뜻이에요 어떤 소식을 잘못 알리는 일.

TV, 인터넷, 신문, 라디오 등 뉴스에서 사용하는 말이에요.

뉴스에서 잘못된 단어나 숫자를 나오거나, 일어나지 않은 일이 일어났다고 나오기도 해요.
이렇게 쓰여요 🤪 그 소식 들었어? 유명 배우 둘이 사귄대!
🥴 어라? 그거 오보라는데?"
민영,"이런 뜻이에요 나라와 관련 없는 사람이나 회사에서 관리하는 것.

예를 들어, 민영주차장이 있다면, 그 주차장은 어떤 사람이나 회사가 만들고 관리해요.

그 외에도 민영 방송, 민영 주택 등이 있어요.
이렇게 쓰여요 🙄 공영 방송과 민영 방송은 무엇이 다른 거야?
🤔 공영 방송은 나라에서 만들고 관리하는 방송이어서, 민영 방송보다 지켜야 하는 규칙들이 더 많을 수 있어."
공영,"이런 뜻이에요 나라에서 만들고 관리하는 것.

예를 들어, 공영 주차장이 있다면, 그 주차장은 나라에서 만들고 관리해요.

그 외에도 공영 방송, 공영 주택 등이 있어요.
이렇게 쓰여요 (🚗 차 안에서)
😮 여기에도 주차장이 있는데, 왜 멀리 있는 공영 주차장까지 가는 거야?
😑 공영 주차장은 나라에서 관리하는 주차장이어서 더 저렴하거든!"
하이브리드,"이런 뜻이에요 서로 다른 2가지를 합쳐서 만든 새로운 결과물.

주로 자동차에 자주 쓰이는 말이에요.

예를 들어, 원래 자동차는 기름이나 전기 중 1가지만 사용해 움직일 수 있었는데, '하이브리드 자동차'는 2가지 모두 사용할 수 있어요.

하이브리드 자동차는 다른 자동차보다 기름 값이 적게 들고, 환경에 나쁜 물질이 적게 나와요.
이렇게 쓰여요 🤩 올해 하이브리드 차 새로 나온 거 봤어?
😏 확실히 하이브리드 차가 조금 비싸긴 해도 성능이 좋더라!"
플레이리스트,"이런 뜻이에요 음악이나 영상을 모아 둔 목록.

음악 사이트나 영상 사이트를 이용하면 원하는 음악이나 영상을 모아 자신만의 플레이리스트를 만들 수 있어요.
이렇게 쓰여요 😊 내가 '가을에 듣기 좋은 음악' 플레이리스트 만들었는데 들어 볼래?
🤗 와, 정말 가을에 잘 어울리는 음악들이네!"
프리랜서,"이런 뜻이에요 한 직장의 직원으로 일하는 것이 아니라 어느 직장에도 속하지 않고 일하는 사람.

작가, 디자이너, 유튜버 등 다양한 직업의 프리랜서가 있어요.
이렇게 쓰여요 😗 요새 어떻게 지내?
😊 나는 프리랜서로 일하고 있어!"
편집숍,"이런 뜻이에요 여러 가지 브랜드의 제품을 모아 두고 파는 가게.

예를 들어, 가방을 파는 편집숍이라면 다양한 브랜드의 가방을 판매해요. 주로 편집숍 한 곳만 가도 여러 가지 브랜드의 제품을 볼 수 있어요.
이렇게 쓰여요 😯 신발 새로 사야 되는데, 뭐 사야 할지 모르겠어.
😉 신발 편집숍 가볼래? 거기에 여러 가지 브랜드의 신발이 많으니까 가서 살펴보자!"
크라우드펀딩,"이런 뜻이에요 새로운 제품을 만들기 위해 여러 사람에게 돈을 지원, 후원받는 것.

'여러 사람'을 뜻하는 '크라우드crowd'와 '돈을 지원하는 것'을 뜻하는 '펀딩funding'을 합쳐서 만든 단어예요.
이렇게 쓰여요 🤩 그 핸드폰 케이스 특별해 보인다! 디자인이 멋진걸?
😁 크라우드펀딩으로 후원해서 얻은 거야. 이 작가 그림이 멋지더라고!"
해외 직구,"이런 뜻이에요 다른 나라의 인터넷 사이트에서 팔고 있는 물건을 직접 주문해서 사는 것.

'직구'는 직접 구매의 줄임말이에요.

주로 사고 싶은 물건을 다른 나라의 인터넷 사이트에서 사는 게 더 쌀 때나, 사고 싶은 물건이 자신이 사는 나라에서는 팔지 않을 때 직구를 해요.
이렇게 쓰여요 😍 와, 그 가방 예쁘다! 이번에 새로 샀어?
😎 응! 미국 사이트에서 직구로 샀지! 우리나라에선 안 판대~"
레퍼런스,"이런 뜻이에요 참고하는 자료.

새로운 것을 만들기 위해 이미 만들어진 것들을 살펴볼 때 사용해요.
이렇게 쓰여요 😮 이번 책에 넣을 그림은 어떤 분위기로 그리는 게 좋을까요? 🙂 제가 레퍼런스를 가져왔어요. 작년에 만들었던 책인데, 같이 보면서 이야기 나눠요!"
딥페이크,"이런 뜻이에요 인공 지능 기술을 이용해서 만든 가짜 영상.

원래 있던 영상 속 사람의 얼굴이나 몸에 다른 사람의 얼굴이나 몸 사진을 합쳐서 만들어요.

딥페이크 영상을 보면 실제로는 영상에 나온 적 없는 사람이 그 영상에 나온 것처럼 보이기도 해요.
이렇게 쓰여요 😩 딥페이크 기술 때문에 요즘 성범죄 문제가 심각하대.
😡 기술이 발전하는 것은 좋지만, 나쁘게 이용하는 사람들이 많아서 정말 문제야!"
통기성,"이런 뜻이에요 공기, 바람이 통하는 정도.

'통기성이 좋다'는 바람이 잘 통한다는 뜻이고, '통기성이 안 좋다'는 바람이 잘 통하지 않는다는 뜻이에요.

예를 들어, 통기성이 좋은 옷은 바람이 잘 통하는 옷이에요.
이렇게 쓰여요 😆 이 바지 참 시원해! 바람이 숭숭 들어와!
😄 오오, 통기성이 좋은 옷이구나."
작은술,"이런 뜻이에요 찻숟가락에 가득 담은 양.

주로 요리할 때 사용하는 말이에요.

예를 들어, 2작은술이라고 하면 재료를 찻숟가락으로 2번 담아 푼 양을 말해요.
이렇게 쓰여요 😉 내 커피에는 설탕 3작은술만 부탁해.
😊 나는 단 게 좋던데, 혹시 4작은술은 어때?"
큰술,"이런 뜻이에요 밥숟가락에 가득 담은 양.

주로 요리할 때 사용하는 말이에요.

예를 들어, 2큰술이라고 하면 재료를 밥 숟가락으로 2번 담아 푼 양을 말해요.
이렇게 쓰여요 😀 오늘 요리는 떡볶이야!
😄 고추장 3큰술, 고춧가루 1큰술 넣으면 딱 맛있겠다!"
특가,"이런 뜻이에요 특별히 싼 가격.

축제, 이벤트 등 특별한 일이 있을 때, 물건이나 서비스를 평소보다 싼 가격에 팔아요.
이렇게 쓰여요 🤩 사고 싶었던 옷이 지금 특가래.
😁 놓치지 말고 당장 사러 가!"
최저가,"이런 뜻이에요 가장 싼 가격.

같은 제품이나 서비스도 어디에서 파는지에 따라 가격이 달라요. 최저가로 파는 곳은 다른 어떤 곳보다도 제품이나 서비스를 싸게 파는 곳이에요.
이렇게 쓰여요 😁 이 옷은 이 쇼핑몰이 최저가네.
😆 맞아. 여기가 제일 싸다!"
착붙,"이런 뜻이에요 착 달라붙을 정도로 아주 잘 어울리는 모습.

주로, 옷이나 화장이 잘 어울릴 때 사용해요.
이렇게 쓰여요 😄 너가 오늘 입고 온 파란색 옷 완전 착붙이다!
😆 그렇게 잘 어울려? 나는 파란색 옷이 너무 좋아!"
업데이트,"이런 뜻이에요 어떤 정보를 가장 새로운 내용으로 고치는 것.

원래 정보의 내용을 고치거나, 없앨 수 있어요.
이렇게 쓰여요 😆 이번에 배달 앱이 업데이트되었네!
🤗 그러네! 음식을 주문하기 더 편해졌다~"
싱크홀,"이런 뜻이에요 땅이 무너져서 생긴 큰 구멍.

싱크홀은 크기와 깊이가 다양해요. 자동차나 건물이 모두 빠질 만큼 크고 깊은 싱크홀도 있어요.
이렇게 쓰여요 😮 우리 동네 지하철역 앞에 싱크홀이 생겼어.
😥 에고, 사람들이 많이 놀랐겠다."
해시태그,"이런 뜻이에요 어떤 단어 앞에 #을 붙이는 것.

주로 인스타그램 등 SNS에서 많이 사용해요.

SNS에서 해시태그가 붙어 있는 단어를 검색하면 그 단어가 적힌 게시물만 모아서 볼 수 있어요.
이렇게 쓰여요 🤔 해시태그는 어떻게 붙이는 거야?
😁 #바로 #이렇게 #하는거야"
OOTD,"이런 뜻이에요 오늘 입은 옷.

영어 표현인 'Outfit Of The Day아웃핏 오브 더 데이'의 줄임말이에요. 인스타그램 등 SNS에서 많이 사용하는 표현이에요.
이렇게 쓰여요 😊 너의 OOTD가 궁금해!
😆 오늘은 빨간색 코트와 초록색 바지를 입었어."
발매,"이런 뜻이에요 물건, 제품 등을 팔기 시작하는 것.

주로 가수가 새로운 앨범을 내서 팔기 시작했을 때 사용하는 말이에요.
이렇게 쓰여요 😲 그 가수가 이번 가을에 앨범을 발매한대.
😆 엄청 오랜만에 새로운 앨범이네! 기대된다."
외래,"이런 뜻이에요 입원하지 않고 병원에 다니면서 치료를 받는 것.

또는 입원하지 않고 병원에 다니면서 치료를 받는 환자를 말하기도 해요.
이렇게 쓰여요 😀 머리가 아파서 병원에 갔는데, 의사 선생님이 외래 진료를 추천하셨어.
😦 그럼 이제 병원에 자주 가게 되겠다."
역학조사,"이런 뜻이에요 감염병이 생긴 이유를 알아내는 일.

어떤 행동을 할 때 감염병이 생길 수 있는지, 감염병을 막기 위해서 어떤 행동을 해야 하는지 등을 알아볼 수 있어요.
이렇게 쓰여요 🤔 코로나19는 왜 생기는 걸까?
🤨 아직 역학조사 중이래! 곧 이유를 알 수 있지 않을까?"
마일리지,"이런 뜻이에요 실제 돈이 아닌 돈처럼 사용할 수 있는 점수.

주로 돈을 내고 물건을 사거나 서비스를 이용한 사람에게 주는 점수예요.

마일리지 서비스를 운영하는 곳에서 점수를 모아 돈처럼 사용할 수 있어요.
이렇게 쓰여요 😲 쇼핑몰에 마일리지가 벌써 이만큼이나 쌓였네!
😁 네가 요새 쇼핑몰에서 물건을 많이 샀나 보다~"
뇌우,"이런 뜻이에요 천둥, 번개와 함께 내리는 강한 비.

'천둥과 번개'를 뜻하는 한자 '뇌雷', '비'를 뜻하는 한자 '우雨'를 합쳐 만든 단어예요.
이렇게 쓰여요 😄 내일 꼭 우산 챙겨! 뇌우가 온대.
😲 앗 그렇구나. 장화도 신어야겠다."
후유증,"이런 뜻이에요 어떤 병을 앓거나, 어떤 일을 겪은 다음 남아 있는 흔적.

그 흔적은 몸에 남아 있을 수도 있고, 마음에 남아 있을 수도 있어요.

예를 들어, 병에 걸린 이후 한동안 상처가 남아 있거나 사랑하는 사람과 헤어진 뒤 마음이 울적한 것도 후유증이라고 해요.
이렇게 쓰여요 😷 한 달째 기침이 계속 나와. 콜록콜록.
😥 코로나19에 걸린 이후로 그런 거지? 후유증인가 봐."
표절,"이런 뜻이에요 다른 사람이 만든 것을 자기가 만든 것처럼 몰래 가져다 쓰는 행동.

노래, 그림, 소설 등 다양한 작품에서 표절이 일어나요. 다른 작품의 일부를 따라하는 것, 전부를 따라하는 것 모두 표절이에요.
이렇게 쓰여요 🤔 이 과자 말이야. 유명한 그 과자랑 비슷하지 않아?
😶 그러게. 이름도 비슷한데, 생긴 것도 비슷하다. 표절인가?"
탄단지,"이런 뜻이에요 탄수화물, 단백질, 지방.

탄수화물, 단백질, 지방은 우리 몸에 꼭 필요한 힘을 주는 영양소예요.

이 3가지 영양소인 탄수화물, 단백질, 지방을 한꺼번에 줄여 부르는 말이에요.
이렇게 쓰여요 😶 요즘 몸에 힘이 없어.
🤨 밥 먹을 때 탄단지 잘 챙겨서 먹어? 영양소를 잘 챙겨야 해."
아카이브,"이런 뜻이에요 자료를 정리해서 모아둔 것.

글, 사진, 영상 등 다양한 자료를 모아둘 수 있어요.

주로 같은 날짜에 만들어진 자료, 같은 주제의 자료 등 비슷한 종류의 자료를 묶어서 모아두어요.
이렇게 쓰여요 😏 예전의 서울은 어떤 모습이었는지 궁금하다.
😁 서울기록원에 가면 옛날에 찍은 사진들이 아카이브되어 있대. 거기 가서 보자!"
실온,"이런 뜻이에요 방 안의 온도.

단, 음식을 보관할 때 말하는 실온은 1도(℃)부터 35도(℃) 사이의 온도예요.

실온에서 보관하기 좋은 음식은 온도 변화에도 잘 상하지 않는 음식이에요.
이렇게 쓰여요 🤔 참치 캔을 선물 받았는데, 어디에 보관해야 할지 모르겠어. 😀 뚜껑을 열었다면 냉장고에 보관해야 하고, 아직 안 열었다면 실온에 보관해도 돼."
상온,"이런 뜻이에요 늘 일정한 온도.

단, 음식을 보관할 때 말하는 상온은 15도(℃)부터 25도(℃) 사이의 온도예요.

음식을 상온에서 보관하라고 하면, 온도 변화가 크지 않은 곳에 보관하라는 뜻이에요.
이렇게 쓰여요 🤔 요리하고 남은 감자를 어디다 둬야 하지?
😀 감자는 차가운 곳에 두는 것보다 상온에 두는 게 좋대!"
멤버십,"이런 뜻이에요 단체에 속한 사람 또는 그 사람에게 주는 자격.

마트, 카페, 쇼핑몰 등 많은 곳에서 멤버십을 운영하고 있어요. 멤버십에 등록되어 있으면 할인 등 멤버십만을 위한 특별한 혜택을 받기도 해요.
이렇게 쓰여요 😎 배고프다. ○○ 피자 먹으러 가자!
😀 좋아! 나 ○○ 피자 가게 멤버십 있는데, 이게 있으면 더 싸게 먹을 수 있대."
일렬,"이런 뜻이에요 한 줄로 쭉 늘어선 줄.

사람들이 한 줄로 쭉 서있을 때, 자동차들이 한 줄로 쭉 주차되어 있을 때, 일렬로 늘어서 있다고 해요.
이렇게 쓰여요
(🚗 차 안에서)
🤔 주차장 벽에 ‘일렬 주차’라고 적혀 있는데, 주차를 어떻게 하면 되는 거지?
🤗 주차장 벽 옆에 나란히 주차하면 돼. 벽 옆에 한 줄로 쭉 늘어서 있는 차들 보이지? 우리도 저렇게 주차하자!"
더블링,"이런 뜻이에요
2배로 늘어났다는 뜻이에요.

어떤 숫자가 이전보다 2배로 커진 상황을 더블링이라고 해요.
‘2배’라는 뜻의 영어 ‘더블double’에서 나온 말이에요.
이렇게 쓰여요
😯 지난주에는 코로나 확진자가 100명이었는데, 이번주는 200명이 넘었네.
😟 더블링 상황이네. 코로나가 다시 유행할 것 같은데, 걸리지 않게 조심해야겠다."
약식명령,"이런 뜻이에요
범죄를 저질렀을 때, 법원에 가지 않고 벌금만 내라고 하는 명령이에요.

범죄자가 교도소에 가는 것보다 벌금을 내는 것이 더 알맞을 때, 법원이 범죄자에게 약식명령을 해요.
이렇게 쓰여요
😮 뉴스에서 봤는데, 정치인 ○○○이 약식명령을 받았대.
🤔 무슨 범죄를 저질렀는데? 그럼 법원에 가지 않고, 벌금만 내겠구나."
오픈런,"이런 뜻이에요
가게 문이 열리기를 기다렸다가 열리는 순간 뛰어 들어가는 것을 뜻해요.

‘열다’를 뜻하는 영어 ‘오픈open’과 ‘뛰다’를 뜻하는 영어 ‘런run’을 합쳐 만든 단어예요.
이렇게 쓰여요
🤔 오늘 무슨 행사가 있나? 가게 문 앞에 사람이 많네.
🤗 먼저 오는 100명에게 선물을 나눠준대. 다들 오픈런 하려고 기다리나 봐."
4강,"이런 뜻이에요 여러 팀이 경기를 한 뒤, 마지막까지 남은 4팀을 뜻해요.

마지막까지 남은 4팀이 치르는 경기는 ‘4강전’이라고 해요
이렇게 쓰여요
😁 이번 축구 경기에서 우리 팀이 4강에 올랐어!
😆 4강에서 이기면 결승이네! 남은 경기도 응원할게~"
신기록,"이런 뜻이에요
원래 기록보다 더 나은 기록을 새롭게 세운다는 뜻이에요.

주로 스포츠 경기, 시합 등에서 많이 쓰이는 말이에요.
‘신기록’의 ‘신新’은 ‘새롭다’라는 뜻의 한자예요.
이렇게 쓰여요
🥳 이번에 그 수영 선수가 신기록을 세웠대.
😮 우와 그 선수는 시합에 나갈 때마다 신기록을 세우네!"
도어스테핑,"이런 뜻이에요
누군가의 정보를 얻기 위해 그 사람의 집 문 앞에서 이야기하는 것을 뜻해요.

주로 기자가 정치인, 연예인 등 주목받는 사람들의 집, 일하는 곳 등에 찾아가서 이야기를 요청해요.
이렇게 쓰여요
😄 오늘 국회 앞을 지나가다가 우연히 도어스테핑 하는 모습을 봤어.
🤔 오오, 어떤 정치인이 이야기하고 있었어?"
지하화,"이런 뜻이에요 도로, 철도, 전깃줄 등을 땅속에 만든다는 뜻이에요. 

주로 도로, 철도, 전봇대의 전깃줄처럼 땅 위에 만들려면 넓은 공간이 필요한 것들을 땅속에 만들어요. 

이미 땅 위에 있는 것들을 땅속으로 옮기는 것도 ‘지하화’라고 해요.
이렇게 쓰여요
😲 우와, 이 동네는 거리에 전봇대가 하나도 없네?
😀 지하화해서 그래! 전깃줄을 모두 땅속에 넣어서 전봇대가 없어진 거야."
사이버불링,"이런 뜻이에요
인터넷, SNS에서 험한 말과 욕으로 다른 사람을 괴롭히는 것이에요.

'인터넷'을 뜻하는 '사이버Cyber'와 '따돌림∙괴롭힘'을 뜻하는 단어 '불링Bullying'을 합쳐서 만든 단어예요.
이렇게 쓰여요 😢 요즘 내 SNS 게시글에 계속 욕이 담긴 댓글이 달려. 같은 학교 사람들이 댓글을 다는 것 같아.
😡 그거 완전 사이버불링이잖아! 바로 신고하자."
한증막,"이런 뜻이에요
높은 온도로 몸을 뜨겁게 해서 땀을 흘리도록 만드는 공간이에요.

주로 사우나나 찜질방 건물 안에 있어요.
사람이 여러 명 들어갈 수 있는 커다란 굴처럼 생겼고, 문이 달려 있어요.
이렇게 쓰여요
😂 요새 신경 쓸 일이 많아서 너무 피곤해.
🤗 이번 주말에 한증막 갈까?"
하프스페이스,"이런 뜻이에요 축구 경기장을 5곳으로 나누었을 때, 가운데와 양쪽 끝 사이에 있는 공간을 뜻해요.


이렇게 쓰여요
(⚽️ 축구 경기를 보면서)
😤 내가 응원하는 선수가 상대편 골대 쪽
하프스페이스로 뛰어들어 가고 있어!
😆 하프스페이스에서는 골을 넣을 수 있는
좋은 기회가 많이 생긴대. 곧 골이 들어갈 수도 있겠다!"
반송불요,"이런 뜻이에요
돌려보내지 않아도 된다는 뜻이에요.

우편물*, 택배에 적혀 있어요. 우편물, 택배를 보낸 사람이
다시 돌려받기를 원하지 않을 때 쓰는 말이에요.

‘반송返送’은 다시 돌려보낸다는 뜻이고,
‘불요不要’는 필요하지 않다는 뜻이에요.

*우편물 : 편지 등 우체국에서 배달하는 물건
이렇게 쓰여요 🤔 편지가 왔는데 받는 사람 이름이 내 이름이 아니야.
보낸 사람한테 다시 돌려보내 줘야겠지?
😎 아니! 반송불요라고 적혀 있으니까 그냥 버리면 돼."
상이군경,"이런 뜻이에요
전쟁에 참여하거나 일을 하다가 다친 군인이나 경찰을 뜻해요.

다쳤다는 걸 뜻하는 ‘상이傷痍’와 군인과 경찰을 뜻하는 ‘군경軍警’을 합쳐서 만든 말이에요.
이렇게 쓰여요
😶 우리 할아버지는 6.25전쟁 때 다친 군인이셔.
😥 할아버지가 상이군경이시구나."
비상전실,"이런 뜻이에요 갑작스러운 재난 상황이 생겼을 때, 피할 수 있도록 만들어둔 공간이에요.

주로 계단이나 엘리베이터로 가기 직전에 있고, 비상전실을 위한 문이 따로 있어요.

예를 들어, 건물에 불이 났을 때, 비상전실로 가서 문을 닫으면 불이 퍼지는 것을 막을 수 있어요.
이렇게 쓰여요 😖 건물에 불이 났대! 어디로 가야 안전할까?
😤 비상전실이라고 쓰여 있는 곳을 찾아보자!
불이 났을 때 불길이 잘 퍼지지 않는 곳이래~"
싱크로율,"이런 뜻이에요 두 가지를 비교할 때, 서로 얼마나 닮았는지 나타내는 말이에요. 닮은 정도, 비슷한 정도를 뜻해요.

주로 소설이나 웹툰을 드라마나 영화로 만들었을 때 원래 소설, 웹툰과 얼마나 비슷한지 표현하며 사용해요.

예를 들어, 웹툰 속 캐릭터와 영화 속 주인공의 외모, 행동 등이 많이 닮았을 때, 싱크로율이 높다고 해요. 반대로 별로 비슷하지 않으면 싱크로율이 낮다고 해요.
이렇게 쓰여요 🤗 내가 좋아하던 그 웹툰이 이번에 드라마로 만들어졌대!
😮 그거 나도 좋아해! 드라마에 나오는 배우가 웹툰 속 캐릭터랑 엄청 닮았더라. 싱크로율이 아주 높던걸?"
공회전,"이런 뜻이에요
기계가 켜진 상태로 움직이지 않고 그냥 있는 것을 뜻해요.

‘자동차 공회전’이라는 표현으로 많이 쓰여요. 자동차 공회전’이란 시동을 건 후 운전하지 않고 차를 가만히 놔둔 상태를 뜻해요.
이렇게 쓰여요
(🚗 차 안에서)
🤔 잠깐 마트에 장 보러 다녀오자. 시동은 그냥 켜놓고 가도 되겠지?
🤨 시동은 끄고 가자! 공회전하면 자동차가 빨리 고장 나고 환경에도 안 좋대~"
발레파킹,"이런 뜻이에요
다른 사람이 대신 주차해 주는 것을 뜻해요.

‘다른 사람의 일을 대신 해주는 사람’을 뜻하는 단어 ‘발레valet’와 ‘주차’를 뜻하는 단어 ‘파킹parking’을 합쳐서 만든 단어예요.
이렇게 쓰여요 🥺 식당 도착했다! 근데 나는 주차를 잘 못하는데 어떡하지?
🤗 걱정 마! 이 식당은 발레파킹을 해준대~"
이익,"이런 뜻이에요 가진 게 더 많아지는 것을 말해요.

주로 돈이나 물건이 많아질 때 사용해요. 돈이나 물건뿐만 아니라 지식 등이 늘어날 때도 사용할 수 있어요.
이렇게 쓰여요
😄 우리 함께 모여서 공부할까?
모르는 부분은 서로 가르쳐 주자.
🥰 좋아. 서로에게 이익이 되겠다!

😄 나 길에서 천 원 주웠다!
🥳 축하해! 소소한 이익이 생겼네~"
안팎,"이런 뜻이에요
안쪽과 바깥쪽을 함께 부르는 말이에요.

건물이나 물건의 안과 밖, 사람의 속마음과 겉모습 등 다양한 상황에 쓸 수 있어요.

특히 숫자 뒤에 쓰일 때는 그 숫자보다 조금 모자라거나 넘치는 걸 뜻해요.
이렇게 쓰여요
🤔 내일 비가 얼마나 내릴까?
😐 5mm(밀리미터) 안팎이래.
5mm보다 덜 내릴 수도 있고, 더 내릴 수도 있겠다.

😗 오늘 집 청소하는 날이지?
🙂 응, 집 안팎을 깨끗이 쓸고 닦자!"
급제동,"이런 뜻이에요
갑자기 멈추는 것을 뜻해요.

‘급하다’를 뜻하는 한자 ‘급急’과 ‘멈춤’을 뜻하는 한자 ‘제동制動’을 합쳐 만든 말이에요.

주로 달리던 자동차가 갑자기 멈춰 설 때 쓰는 말이에요. 한창 진행 중인 일이 갑자기 멈춘 상황에서도 사용할 수 있어요.
이렇게 쓰여요
😲 팔 많이 아프겠다. 어쩌다가 다친 거야?
😭 버스가 급제동하면서 넘어지는 바람에 다쳤어."
수방,"이런 뜻이에요
물 때문에 생기는 피해를 막는 것을 뜻해요.

주로 비가 많이 오는 장마철에 물이 크게 불어나서 피해가 생기곤 해요. 비가 많이 오면 강이나 바다의 물이 평소보다 많아져요.

물이 안전한 정도보다 더 높이 차오르면, 위험한 일이 일어나기도 합니다. 다리나 집 등이 물속에 잠기거나 산이 무너져서 피해가 생깁니다.
이렇게 쓰여요
😯 올 여름에는 비가 많이 내릴 예정이래.
🤗 물이 넘치는 곳은 없는지 수방 대책을 잘 세워야겠다.

😟 장마로 강물이 불어나서 논밭이 물에 잠기면 어떡하지?
🤗 우리 동네는 수방 시설이 잘 되어 있으니 걱정 마."
투척,"이런 뜻이에요
물건 등을 던진다는 뜻이에요.

쓰레기 투척, 폭탄 투척, 돌 투척 등 무엇인가를 던질 때 사용해요.
이렇게 쓰여요 ☹️ 어제 옆 동네 산에 불났다는 이야기 들었어? 산이 다 타버렸더라.
😥 누가 등산하다가 담배꽁초를 투척해서 생긴 일이래. 쓰레기는 함부로 버리면 안 돼."
