name,meaning
항고쟁송, 행정소송과 행정심판을 합친 용어.
항소, 1심법원의 판결에 대하여 불복이 있어서 상급법원에 다시 판결을 구하는 것. 
해석규정, 당사자의 의사표시의 내용이 정확하지 않을 때 그것을 확실하게 해석하기 위한 규정을 말한다. 
행위능력, 단독으로 확정적이고 유효한 법률행위를 할 수 있는 능력을 말한다.
행위반가치, 행위에 대한 부정적 가치판단을 뜻한다. 결과에 대한 부정적 가치판단인 결과반가치와 대비된다.
행정구제법, 행정의 합법성과 국민의 권익보호를 지향하는 실질적 법치주의를 목적으로 하는 법률로서 행정소송법과 행정심판법을 지칭한다.
행정규칙, 행정기관이 정립하는 일반적인 규정으로 법규로서의 성질을 가지지 않은 추상적 명령. 
행정명령, 행정기관에서 행정 목적을 달성하기 위해 직권으로 내리는 명령. 
행정심판, 행정청의 위법·부당한 처분 그밖에 공권력의 행사·불행사 등으로 인하여 자신의 권리 또는 이익을 침해받은 국민이 행정기관에 권리구제를 제기하는 제도.
행정절차, 행정기관이 행정권을 행사할 때 거쳐야 하는 법적절차. 
행정행위의부관, 행정행위의 효과를 제한하기 위하여 그 주된 의사표시에 부과된 종된 의사표시. 
허위사실유포,사실이 아닌 허위의 내용을 특정인 또는 불특정 다수인에게 알리는 것.
허위표시,사실이 아님을 알면서 행하는 의사표시로서 허위표시에 의한 법률행위는 당사자간에는 무효이다(민법 제108조).
헌법불합치,사실상 위헌이지만 법의 공백과 사회적인 혼란을 막기 위해 즉각적으로 무효화 시키지 않고 개정할 때까지 한시적으로 법률의 효력을 존속시키는 위헌결정의 일종.
현물출자,"금전외의 재산인 토지나 부동산, 유가증권, 동산, 특허권 등의 무형자산 등에 의한 출자형태."
현장검증,수사기관이 범죄현장이나 기타 관련된 장소에서 실시하는 검증.
혈족,친자. 형제. 자매 등과 같이 사실상 자연혈연관계로 이어져 있는 관계.
호의관계,민법상의 개념으로 법적으로 구속받으려는 의사 없이 행하여진 생활관계를 말하는 것으로 법률관계와 구별된다.
환매,다른 사람에게 팔았던 물건을 다시 구매하는 것(민법 제594조).
환취권,파산재단에 속하지 않는 제3자의 특정재산을 파산관재인이 파산재단으로 편입하여 관리하고 있을 때 그 재산의 실제 소유자인 제3자가 그 반환이나 인도를 구하는 권리.
회사의능력,상법상 회사의 권리능력을 말하는 법률용어로서 회사의 권리와 의무를 말한다.
훈시규정,법률의 규정 가운데서 오로지 법원이나 행정부에 대한 명령의 성질을 가진 규정으로 이를 위반하여도 소송법상 효력에는 영향이 없다.
훼손," 물품의 전부 또는 일부가 파손, 변질, 변형되어 보수를 통해 원상 복귀가 불가능하거나, 보수할 가치가 없는 상태.  "
